LineNum,W=a,W=all,W=am,W=and,W=are,W=as,W=at,W=be,W=but,W=can,W=do,W=for,W=had,W=have,W=he,W=here,W=i,W=if,W=in,W=is,W=it,W=know,W=little,W=me,W=must,W=my,W=no,W=not,W=now,W=of,W=on,W=one,W=so,W=that,W=the,W=then,W=there,W=think,W=this,W=to,W=was,W=well,W=what,W=will,W=with,W=yes,W=you,W=your,distribution_nora,distribution_helmer,distribution_mrslinde,distribution_krogstad,distribution_rank,character_name
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.320646,0.257541,0.095201,0.143418,0.183194,mrslinde
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173575,0.243963,0.21405,0.180765,0.187647,mrslinde
3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.015219,0.025018,0.89934,0.020699,0.039724,mrslinde
4,2,0,0,3,0,0,1,0,0,1,1,2,1,2,0,0,2,0,0,2,1,0,0,2,0,2,2,1,1,0,1,1,1,0,2,1,0,0,0,2,0,1,0,0,1,0,0,0,0.216583,0.00255,0.709483,0.000389,0.070995,mrslinde
5,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.559793,0.02764,0.145788,0.127496,0.139283,mrslinde
6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.296036,0.030994,0.34826,0.072118,0.252592,mrslinde
7,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.085474,0.217344,0.631774,0.065408,0,mrslinde
8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.068242,0.133666,0.107375,0.229814,0.460903,mrslinde
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.242714,0.095687,0.226207,0.077011,0.35838,mrslinde
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182493,0.151817,0.261608,0.202689,0.201393,mrslinde
11,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.060178,0.624002,0.297067,0.018753,0,mrslinde
12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.136395,0.277677,0.363343,0.150115,0.072471,mrslinde
13,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0.439738,0.243958,0.251985,0.06432,0,mrslinde
14,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146656,0.163493,0.520347,0.109306,0.060198,mrslinde
15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152233,0.1589,0.456631,0.153684,0.078552,mrslinde
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286772,0.245453,0.394994,0.02247,0.050312,mrslinde
17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.248292,0.23735,0.447645,0.044687,0.022026,mrslinde
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211412,0.14441,0.308924,0.015585,0.319669,mrslinde
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,mrslinde
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0.333888,0.000994,0.544952,0.120166,0,mrslinde
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.13098,0.101237,0.161023,0.224746,0.382014,mrslinde
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.215476,0.051782,0.254039,0.22124,0.257463,mrslinde
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.191227,0.147358,0.262815,0.11272,0.285879,mrslinde
24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.159987,0.283109,0.347597,0.092023,0.117284,mrslinde
25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.080444,0.197111,0.044007,0.120811,0.557627,mrslinde
26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.136519,0.287657,0.256124,0.205062,0.114638,mrslinde
27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.13575,0.155784,0.553092,0.117182,0.038192,mrslinde
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0.060499,0.266293,0.182216,0.217329,0.273664,mrslinde
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.043081,0.212039,0.113843,0.358014,0.273022,mrslinde
30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.09129,0.096276,0.793323,0.01911,0,mrslinde
31,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0.007871,0.000001,0.991555,0.000466,0.000107,mrslinde
32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068868,0.032393,0.441478,0.060777,0.396484,mrslinde
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.267669,0.04456,0.140428,0.085276,0.462068,mrslinde
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.273189,0.025124,0.286653,0.250457,0.164578,mrslinde
35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152233,0.1589,0.456631,0.153684,0.078552,mrslinde
36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.040788,0.260109,0.13108,0.195701,0.372322,mrslinde
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.171981,0.018255,0.695741,0.055277,0.058746,mrslinde
38,3,0,0,2,1,0,0,1,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,2,1,0,0,0,0,0.050695,0.475775,0.354365,0.119164,0,mrslinde
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176359,0.080138,0.260505,0.178309,0.304688,mrslinde
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,mrslinde
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250385,0.215188,0.360346,0.061011,0.113069,mrslinde
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,mrslinde
43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.055241,0.460785,0.405331,0.078642,0,mrslinde
44,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.197468,0.013406,0.155314,0.539432,0.09438,mrslinde
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,mrslinde
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.223821,0.112257,0.398985,0.116684,0.148253,mrslinde
47,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142302,0.241922,0.350049,0.197434,0.068293,mrslinde
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.511262,0.073111,0.146858,0.150023,0.118746,mrslinde
49,1,1,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0.072606,0.000018,0.882693,0.001543,0.04314,mrslinde
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,mrslinde
51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.088985,0.08006,0.600267,0.056124,0.174564,mrslinde
52,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0.155151,0.118486,0.561152,0.149304,0.015907,mrslinde
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.16163,0.389003,0.146739,0.103873,0.198755,mrslinde
54,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.041085,0.509555,0.096706,0.321393,0.031261,mrslinde
55,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.061509,0.116153,0.52708,0.280359,0.014899,mrslinde
56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.093637,0.292053,0.297149,0.237251,0.079909,mrslinde
57,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,4,1,1,0,1,0,1,1,0,3,2,1,0,1,0,1,0,1,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0.127491,0.039408,0.777793,0.055307,0,mrslinde
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,mrslinde
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.265285,0.310992,0.182088,0.082558,0.159077,mrslinde
60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213374,0.067112,0.714051,0.005464,0,mrslinde
61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.189399,0.338237,0.236798,0.124198,0.111367,mrslinde
62,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0.389578,0.080777,0.327627,0.055652,0.146366,mrslinde
63,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.344009,0.049383,0.084339,0.400324,0.121945,mrslinde
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0.390504,0.001254,0.269775,0.185714,0.152753,mrslinde
65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.138769,0.03182,0.647803,0.059887,0.121722,mrslinde
66,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0.210462,0.005364,0.098658,0.673322,0.012194,mrslinde
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.187354,0.265255,0.37698,0.125945,0.044465,mrslinde
68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.157678,0.085188,0.28311,0.231457,0.242567,mrslinde
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195662,0.0797,0.463906,0.054368,0.206364,mrslinde
70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0.15425,0.016904,0.293136,0.238306,0.297406,mrslinde
71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,3,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.256756,0.017273,0.502785,0.010127,0.21306,mrslinde
72,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2614,0.003313,0.341362,0.026962,0.366963,mrslinde
73,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.28334,0.324443,0.235184,0.069472,0.087561,mrslinde
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.242714,0.095687,0.226207,0.077011,0.35838,mrslinde
75,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.111398,0.360492,0.303893,0.099761,0.124456,mrslinde
76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.099529,0.144066,0.211994,0.137982,0.40643,mrslinde
77,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.191707,0.024034,0.532844,0.098273,0.153142,mrslinde
78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0.121878,0.182555,0.566425,0.129142,0,mrslinde
79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0.143712,0.015303,0.262567,0.445915,0.132504,mrslinde
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152831,0.135138,0.3494,0.059109,0.303522,mrslinde
81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080275,0.211916,0.371763,0.180467,0.155579,mrslinde
82,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025271,0.460956,0.412876,0.072736,0.028162,mrslinde
83,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0.021557,0.000197,0.485682,0.44665,0.045914,mrslinde
84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.129838,0.12691,0.105991,0.264873,0.372388,mrslinde
85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327373,0.106272,0.196072,0.272467,0.097816,mrslinde
86,0,1,1,4,0,2,0,0,1,1,0,2,0,1,0,0,5,0,2,2,1,0,0,1,0,3,0,2,1,0,0,1,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0.066353,0.127533,0.364718,0.100749,0.340646,mrslinde
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.178509,0.205843,0.22344,0.148079,0.244129,mrslinde
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.279489,0.017613,0.480088,0.085052,0.137758,mrslinde
89,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0.150102,0.201767,0.340872,0.247792,0.059467,mrslinde
90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.162615,0.350071,0.331136,0.088437,0.067741,mrslinde
91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.174489,0.3023,0.317266,0.149112,0.056833,mrslinde
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177437,0.223495,0.284667,0.133902,0.180499,mrslinde
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0.08651,0.246337,0.241639,0.1575,0.268014,mrslinde
94,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0.007209,0.007746,0.398377,0.494534,0.092135,mrslinde
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250385,0.215188,0.360346,0.061011,0.113069,mrslinde
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0.173417,0.000043,0.110418,0.704001,0.012122,mrslinde
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18915,0.163228,0.284429,0.143332,0.21986,mrslinde
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177437,0.223495,0.284667,0.133902,0.180499,mrslinde
